S1_Temp,S2_Temp,S3_Temp,S4_Temp,S2_Light,Class
25.63,26.25,25.5,25.69,10,3
25.63,26.31,25.5,25.69,9,3
25.63,26.31,25.5,25.75,10,3
25.63,26.31,25.5,25.75,10,3
25.63,26.31,25.5,25.69,11,3
25.63,26.31,25.56,25.75,9,3
25.63,26.31,25.56,25.75,10,3
25.69,26.38,25.5,25.75,10,3
25.63,26.38,25.5,25.75,9,3
25.69,26.44,25.5,25.69,9,3
25.69,26.5,25.56,25.69,8,3
25.69,26.44,25.56,25.75,8,3
25.69,26.44,25.56,25.75,8,3
25.69,26.44,25.56,25.75,8,3
25.63,26.44,25.56,25.75,8,3
25.69,26.44,25.56,25.75,9,3
25.69,26.44,25.56,25.75,8,3
25.69,26.44,25.56,25.75,9,3
25.69,26.38,25.56,25.75,10,3
25.69,26.38,25.56,25.75,9,3
25.69,26.44,25.5,25.69,8,3
25.69,26.38,25.56,25.75,10,3
25.69,26.44,25.56,25.75,10,3
25.69,26.38,25.56,25.75,8,3
25.69,26.38,25.56,25.75,8,3
25.69,26.38,25.56,25.75,8,3
25.69,26.38,25.56,25.75,8,3
25.69,26.38,25.56,25.75,10,3
25.69,26.31,25.56,25.75,8,3
25.75,26.31,25.56,25.75,9,3
25.69,26.25,25.56,25.75,8,3
25.69,26.19,25.56,25.75,8,3
25.69,26.19,25.56,25.75,8,3
25.69,26.19,25.56,25.75,8,3
25.69,26.19,25.56,25.75,8,3
25.69,26.13,25.63,25.81,8,3
25.69,26.13,25.63,25.81,8,3
25.69,26.13,25.56,25.81,7,3
25.69,26.13,25.56,25.81,7,3
25.75,26.13,25.56,25.81,7,3
25.75,26.13,25.63,25.81,7,3
25.69,26.13,25.63,25.81,7,3
25.69,26.13,25.63,25.81,7,3
25.75,26.13,25.63,25.81,7,3
25.75,26.13,25.63,25.81,7,3
25.75,26.19,25.63,25.81,6,3
25.75,26.13,25.56,25.81,6,3
25.75,26.19,25.63,25.81,6,3
25.75,26.19,25.69,25.81,6,3
25.75,26.19,25.63,25.81,6,3
25.75,26.19,25.63,25.81,6,3
25.69,26.13,25.69,25.81,6,3
25.75,26.13,25.69,25.81,7,3
25.75,26.13,25.69,25.81,6,3
25.75,26.06,25.69,25.81,6,3
25.75,26.13,25.69,25.81,7,3
25.75,26.13,25.69,25.81,6,3
25.75,26.13,25.69,25.81,6,3
25.75,26.06,25.69,25.81,6,3
25.75,26.06,25.69,25.81,6,3
25.75,26.06,25.69,25.81,7,3
25.75,26.06,25.69,25.81,8,3
25.75,26.06,25.69,25.81,7,3
25.75,26.06,25.69,25.81,7,3
25.75,26.06,25.69,25.81,6,3
25.81,26.06,25.69,25.81,6,3
25.75,26.06,25.69,25.88,7,3
25.81,26.13,25.69,25.88,7,3
25.81,26.06,25.69,25.81,7,3
25.75,26.06,25.69,25.88,7,3
25.81,26.06,25.69,25.88,7,3
25.75,26.06,25.69,25.88,7,3
25.75,26.06,25.69,25.88,7,3
25.75,26.06,25.69,25.88,7,3
25.75,26.06,25.69,25.88,7,3
25.75,26.06,25.69,25.81,7,3
25.75,26.06,25.69,25.88,7,3
25.81,26.06,25.69,25.81,7,3
25.81,26.06,25.69,25.81,7,3
25.81,26.06,25.69,25.88,7,3
25.75,26.06,25.69,25.88,6,3
25.81,26,25.69,25.88,6,3
25.75,26.06,25.69,25.88,6,3
25.81,26,25.69,25.88,6,3
25.75,26.06,25.69,25.81,6,3
25.81,26.06,25.69,25.81,6,3
25.81,26.06,25.69,25.81,5,3
25.81,26.06,25.69,25.81,5,3
25.81,26,25.69,25.88,5,3
25.81,26,25.69,25.88,5,3
25.81,26,25.69,25.81,5,3
25.81,26.06,25.69,25.88,5,3
25.81,26.06,25.69,25.81,5,3
25.81,26.06,25.69,25.88,5,3
25.81,26.06,25.75,25.81,4,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.81,4,3
25.81,26.13,25.75,25.81,4,3
25.81,26.13,25.75,25.81,4,3
25.81,26.13,25.75,25.81,5,3
25.81,26.13,25.75,25.81,4,3
25.81,26.25,25.75,25.81,5,3
25.81,26.25,25.75,25.88,5,3
25.81,26.19,25.75,25.88,5,3
25.81,26.19,25.75,25.88,5,3
25.81,26.13,25.81,25.88,5,3
25.81,26.13,25.81,25.88,4,3
25.81,26.06,25.75,25.88,5,3
25.81,26.13,25.81,25.88,5,3
25.81,26.06,25.75,25.88,5,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.88,4,3
25.88,26.06,25.75,25.88,4,3
25.88,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.88,4,3
25.81,26.06,25.75,25.94,4,3
25.88,26.06,25.75,25.88,4,3
25.88,26.06,25.75,25.88,3,3
25.88,26.06,25.75,25.94,3,3
25.88,26.06,25.75,25.94,3,3
25.81,26.06,25.75,25.94,3,3
25.88,26.06,25.75,25.88,3,3
25.88,26.06,25.75,25.94,3,3
25.88,26.06,25.75,25.94,3,3
25.88,26.06,25.75,25.94,3,3
25.88,26,25.75,25.94,3,3
25.81,26.06,25.75,25.94,3,3
25.88,26.06,25.75,25.94,3,3
25.81,26.06,25.75,25.94,3,3
25.81,26,25.75,25.94,3,3
25.88,26.06,25.75,25.94,3,3
25.88,26.06,25.81,25.94,3,3
25.88,26.06,25.75,25.94,2,3
25.88,26.06,25.75,25.94,3,3
25.88,26.06,25.75,25.94,3,3
25.94,26.31,25.75,25.94,0,0
25.94,26.25,25.69,26,0,0
26,26.19,25.69,26,0,0
25.94,26.19,25.69,26,0,0
26,26.25,25.69,25.94,0,0
25.94,26.25,25.69,25.94,0,0
25.94,26.19,25.75,25.94,0,0
25.94,26.19,25.69,25.94,0,0
25.94,26.19,25.69,25.94,0,0
25.94,26.19,25.69,25.94,0,0
25.94,26.19,25.69,25.94,0,0
25.94,26.19,25.69,25.94,0,0
25.94,26.19,25.69,25.94,0,0
25.94,26.19,25.69,25.94,0,0
25.88,26.13,25.69,25.94,0,0
25.94,26.13,25.69,25.94,0,0
25.88,26.13,25.63,25.94,0,0
25.88,26.13,25.63,25.88,0,0
25.94,26.13,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.13,25.63,25.94,0,0
25.88,26.13,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.06,25.63,25.88,0,0
25.88,26.06,25.56,25.88,0,0
25.88,26,25.63,25.88,0,0
25.81,26,25.63,25.88,0,0
25.81,26,25.63,25.88,0,0
25.81,26,25.63,25.81,0,0
25.81,26,25.56,25.81,0,0
25.81,26,25.56,25.81,0,0
25.81,26,25.56,25.81,0,0
25.81,25.94,25.56,25.81,0,0
25.81,26,25.56,25.88,0,0
25.81,25.94,25.56,25.88,0,0
25.81,26,25.56,25.88,0,0
25.81,26,25.56,25.81,0,0
25.81,25.94,25.56,25.81,0,0
25.81,25.94,25.56,25.81,0,0
25.81,25.94,25.5,25.81,0,0
25.81,25.94,25.5,25.81,0,0
25.81,25.94,25.5,25.81,0,0
25.81,25.94,25.56,25.81,0,0
25.81,25.94,25.56,25.81,0,0
25.81,25.94,25.5,25.81,0,0
25.75,25.94,25.5,25.81,0,0
25.81,25.94,25.5,25.88,0,0
25.81,25.94,25.5,25.88,0,0
25.81,25.88,25.56,25.88,0,0
25.81,25.94,25.5,25.81,0,0
25.75,25.88,25.5,25.81,0,0
25.81,25.88,25.5,25.81,0,0
25.75,25.88,25.5,25.81,0,0
25.75,25.88,25.5,25.81,0,0
25.81,25.88,25.5,25.88,0,0
25.75,25.88,25.44,25.81,0,0
25.75,25.88,25.5,25.81,0,0
25.75,25.88,25.5,25.81,0,0
25.75,25.88,25.5,25.81,0,0
25.75,25.88,25.44,25.81,0,0
25.75,25.88,25.5,25.75,0,0
25.75,25.88,25.44,25.81,0,0
25.75,25.88,25.44,25.81,0,0
25.75,25.88,25.44,25.81,0,0
25.75,25.81,25.5,25.81,0,0
25.75,25.81,25.5,25.81,0,0
25.75,25.81,25.5,25.81,0,0
25.75,25.81,25.5,25.81,0,0
25.75,25.81,25.44,25.81,0,0
25.75,25.81,25.44,25.81,0,0
25.75,25.81,25.44,25.81,0,0
25.75,25.81,25.44,25.75,0,0
25.75,25.81,25.44,25.81,0,0
25.75,25.81,25.44,25.81,0,0
25.75,25.75,25.44,25.75,0,0
25.69,25.81,25.44,25.75,0,0
25.69,25.81,25.44,25.75,0,0
25.75,25.75,25.38,25.75,0,0
25.69,25.81,25.44,25.75,0,0
25.69,25.81,25.44,25.75,0,0
25.69,25.81,25.38,25.81,0,0
25.69,25.75,25.38,25.81,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.44,25.81,0,0
25.75,25.75,25.44,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.44,25.75,0,0
25.69,25.75,25.44,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.75,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.44,25.75,0,0
25.69,25.75,25.38,25.81,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.69,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.75,25.38,25.75,0,0
25.69,25.69,25.38,25.75,0,0
25.69,25.75,25.38,25.69,0,0
25.63,25.69,25.31,25.69,0,0
25.69,25.69,25.31,25.75,0,0
25.69,25.69,25.38,25.69,0,0
25.69,25.69,25.31,25.75,0,0
25.63,25.69,25.38,25.75,0,0
25.69,25.69,25.31,25.75,0,0
25.63,25.69,25.31,25.75,0,0
25.63,25.69,25.31,25.75,0,0
25.63,25.69,25.31,25.69,0,0
25.63,25.69,25.38,25.69,0,0
25.69,25.69,25.31,25.69,0,0
25.63,25.69,25.31,25.75,0,0
25.69,25.69,25.31,25.75,0,0
25.63,25.69,25.31,25.75,0,0
25.63,25.69,25.38,25.75,0,0
25.69,25.69,25.31,25.75,0,0
25.63,25.69,25.31,25.75,0,0
25.63,25.69,25.31,25.75,0,0
25.63,25.69,25.38,25.75,0,0
25.63,25.69,25.38,25.75,0,0
25.63,25.63,25.31,25.75,0,0
25.63,25.63,25.31,25.75,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.75,0,0
25.63,25.63,25.31,25.75,0,0
25.63,25.69,25.31,25.75,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.25,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.75,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.25,25.75,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.25,25.69,0,0
25.63,25.63,25.25,25.69,0,0
25.63,25.63,25.25,25.75,0,0
25.63,25.63,25.25,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.56,25.63,25.31,25.69,0,0
25.56,25.63,25.31,25.69,0,0
25.56,25.63,25.31,25.69,0,0
25.63,25.63,25.31,25.69,0,0
25.56,25.63,25.25,25.69,0,0
25.56,25.63,25.31,25.69,0,0
25.56,25.63,25.25,25.69,0,0
25.56,25.63,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.63,25.63,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.63,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.63,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.63,25.56,25.25,25.69,0,0
25.56,25.56,25.25,25.69,0,0
25.63,25.56,25.25,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.25,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.25,25.69,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.25,25.63,0,0
25.56,25.56,25.25,25.63,0,0
25.56,25.56,25.25,25.63,0,0
25.56,25.5,25.25,25.63,0,0
25.56,25.56,25.25,25.63,0,0
25.56,25.56,25.25,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.25,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.25,25.63,0,0
25.56,25.5,25.25,25.69,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.56,25.56,25.19,25.63,0,0
25.56,25.5,25.19,25.56,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.56,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.56,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.69,0,0
25.56,25.5,25.13,25.69,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.5,25.13,25.63,0,0
25.56,25.5,25.13,25.63,0,0
25.5,25.5,25.19,25.69,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.44,25.13,25.56,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.56,25.44,25.13,25.63,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.44,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.5,25.19,25.63,0,0
25.5,25.44,25.19,25.56,0,0
25.5,25.44,25.19,25.63,0,0
25.5,25.44,25.19,25.63,0,0
25.5,25.5,25.13,25.56,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.44,25.44,25.13,25.63,0,0
25.44,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.56,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.56,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.56,0,0
25.5,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.56,0,0
25.44,25.44,25.13,25.63,0,0
25.44,25.44,25.13,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.5,25.44,25.13,25.63,0,0
25.44,25.44,25.13,25.63,0,0
25.5,25.44,25.06,25.63,0,0
25.5,25.44,25.13,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.13,25.56,0,0
25.5,25.44,25.13,25.56,0,0
25.44,25.44,25.13,25.63,0,0
25.5,25.44,25.06,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.44,25.44,25.13,25.63,0,0
25.5,25.44,25.13,25.56,0,0
25.44,25.44,25.06,25.63,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.5,25.44,25.13,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.5,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.63,0,0
25.5,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.38,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.38,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.13,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.13,25.56,0,0
25.38,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.5,0,0
25.44,25.44,25.13,25.5,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.5,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.44,25.44,25.06,25.5,0,0
25.44,25.38,25.06,25.5,0,0
25.44,25.44,25.06,25.5,0,0
25.44,25.38,25.06,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.44,25.06,25.5,0,0
25.44,25.44,25.06,25.5,0,0
25.38,25.38,25.06,25.56,0,0
25.38,25.44,25.06,25.5,0,0
25.38,25.44,25.06,25.56,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.38,25.06,25.56,0,0
25.38,25.38,25.06,25.56,0,0
25.38,25.38,25.06,25.56,0,0
25.38,25.38,25.06,25.56,0,0
25.44,25.44,25.06,25.5,0,0
25.38,25.44,25.06,25.56,0,0
25.44,25.44,25.06,25.5,0,0
25.44,25.38,25,25.5,0,0
25.38,25.44,25.06,25.56,0,0
25.38,25.44,25.06,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.44,25.06,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.44,25.06,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.44,25.06,25.5,0,0
25.38,25.44,25.06,25.5,0,0
25.38,25.44,25.06,25.5,0,0
25.38,25.44,25.06,25.5,0,0
25.38,25.44,25.06,25.56,0,0
25.38,25.44,25.06,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.44,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.56,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.31,25.38,25.06,25.56,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25.06,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.44,0,0
25.38,25.38,25,25.44,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,25,25.5,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.44,0,0
25.31,25.31,25,25.44,0,0
25.38,25.38,25,25.44,0,0
25.38,25.38,24.94,25.44,0,0
25.38,25.38,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.38,25.38,25,25.44,0,0
25.38,25.38,25,25.44,0,0
25.38,25.38,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.38,25.38,25,25.5,0,0
25.38,25.38,24.94,25.44,0,0
25.38,25.38,25,25.44,0,0
25.31,25.31,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.38,25.31,25,25.44,0,0
25.31,25.31,25,25.44,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.44,0,0
25.38,25.38,24.94,25.5,0,0
25.31,25.38,25,25.44,0,0
25.38,25.31,25,25.44,0,0
25.31,25.31,25,25.44,0,0
25.38,25.38,25,25.44,0,0
25.38,25.38,25,25.44,0,0
25.31,25.38,25,25.5,0,0
25.31,25.31,25,25.44,0,0
25.38,25.38,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,24.94,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,24.94,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,25,25.5,0,0
25.31,25.38,24.94,25.5,0,0
25.31,25.38,24.94,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.31,25,25.44,0,0
25.31,25.38,25,25.44,0,0
25.31,25.38,24.94,25.44,0,0
25.31,25.38,24.94,25.5,0,0
25.31,25.38,25,25.44,0,0
25.31,25.31,25,25.44,0,0
25.31,25.31,25,25.5,0,0
25.31,25.38,24.94,25.5,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.38,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.5,0,0
25.31,25.38,24.94,25.5,0,0
25.31,25.31,24.94,25.5,0,0
25.31,25.38,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.38,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.38,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.38,24.94,25.44,0,0
25.31,25.31,24.94,25.38,0,0
25.31,25.31,24.94,25.38,0,0
25.31,25.38,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.38,24.94,25.44,0,0
25.25,25.38,24.94,25.38,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.38,24.94,25.38,0,0
25.31,25.38,24.94,25.38,0,0
25.31,25.38,24.94,25.38,0,0
25.31,25.31,24.94,25.38,0,0
25.31,25.31,24.94,25.38,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.44,0,0
25.31,25.31,24.94,25.38,0,0
25.31,25.31,24.94,25.38,0,0
